Value Set Name,External ID,Value Set ID,Code system,Code,Description,Output Reason,Single Soft,Single Hard,Hard,Soft,Only if these Codes are not present,Reason,NDC Required
,,,HCPCS,Q5149,"Injection, aflibercept-abzv (enzeevu), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5143,"Injection, adalimumab-adbm, biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5153,"Injection, aflibercept-yszy (opuviz), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9130,"Dacarbazine, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9209,"Injection, mesna, 200 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9211,"Injection, idarubicin hydrochloride, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9181,"Injection, etoposide, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9204,"Injection, mogamulizumab-kpkc, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9150,"Injection, daunorubicin, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9120,"Injection, dactinomycin, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3105,"Injection, terbutaline sulfate, up to 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2998,"Injection, plasminogen, human-tvmh, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3000,"Injection, streptomycin, up to 1 gm",Included rule,,,,,,,Yes
,,,HCPCS,J2950,"Injection, promazine hcl, up to 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2785,"Injection, regadenoson, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4174,"Palingen or promatrx, 0.36 mg per 0.25 cc",Included rule,,,,,,,Yes
,,,HCPCS,J1562,"Injection, immune globulin (vivaglobin), 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3364,"Injection, urokinase, 5000 iu vial",Included rule,,,,,,,Yes
,,,HCPCS,J9270,"Injection, plicamycin, 2.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0710,"Injection, cephapirin sodium, up to 1 gm",Included rule,,,,,,,Yes
,,,HCPCS,J0795,"Injection, corticorelin ovine triflutate, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J1439,"Injection, ferric carboxymaltose, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1430,"Injection, ethanolamine oleate, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1451,"Injection, fomepizole, 15 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1250,"Injection, dobutamine hydrochloride, per 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1203,"Injection, cipaglucosidase alfa-atga, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1324,"Injection, enfuvirtide, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1364,"Injection, erythromycin lactobionate, per 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1302,"Injection, sutimlimab-jome, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1100,"Injection, dexamethasone sodium phosphate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0897,"Injection, denosumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0129,"Injection, abatacept, 10 mg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Included rule,,,,,,,Yes
,,,HCPCS,J0122,"Injection, eravacycline, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0164,"Injection, epinephrine in sodium chloride (baxter), 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0174,"Lecanemab-irmb, for intravenous injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1807,"Injection, ethacrynate sodium, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1811,"Insulin (fiasp) for administration through dme (i.e., insulin pump) per 50 units",Included rule,,,,,,,Yes
,,,HCPCS,J1835,"Injection, itraconazole, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1743,"Injection, idursulfase, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1612,"Injection, glucagon (gvoke), 0.01 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1645,"Injection, dalteparin sodium, per 2500 iu",Included rule,,,,,,,Yes
,,,HCPCS,J1568,"Injection, immune globulin, (octagam), intravenous, non-lyophilized (e.g., liquid), 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1555,"Injection, immune globulin (cuvitru), 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1571,"Injection, hepatitis b immune globulin (hepagam b), intramuscular, 0.5 ml",Included rule,,,,,,,Yes
,,,HCPCS,J3357,"Ustekinumab, for subcutaneous injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3285,"Injection, treprostinil, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3299,"Injection, triamcinolone acetonide (xipere), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3399,"Injection, onasemnogene abeparvovec-xioi, per treatment, up to 5x10^15 vector genomes",Included rule,,,,,,,Yes
,,,HCPCS,J3301,"Injection, triamcinolone acetonide, not otherwise specified, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3265,"Injection, torsemide, 10 mg/ml",Included rule,,,,,,,Yes
,,,HCPCS,J3303,"Injection, triamcinolone hexacetonide, per 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3535,Drug administered through a metered dose inhaler,Included rule,,,,,,,Yes
,,,HCPCS,J7050,"Infusion, normal saline solution, 250 cc",Included rule,,,,,,,Yes
,,,HCPCS,J3420,"Injection, vitamin b-12 cyanocobalamin, up to 1000 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J9321,"Injection, epcoritamab-bysp, 0.16 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9303,"Injection, panitumumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9318,"Injection, romidepsin, non-lyophilized, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9309,"Injection, polatuzumab vedotin-piiq, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0490,"Injection, belimumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0515,"Injection, benztropine mesylate, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0211,"Injection, sodium nitrite 3 mg and sodium thiosulfate 125 mg (nithiodote)",Included rule,,,,,,,Yes
,,,HCPCS,J9347,"Injection, tremelimumab-actl, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9345,"Injection, retifanlimab-dlwr, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9354,"Injection, ado-trastuzumab emtansine, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9355,"Injection, trastuzumab, excludes biosimilar, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9034,"Injection, bendamustine hcl (bendeka), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9030,"Bcg live intravesical instillation, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8600,"Melphalan; oral, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8560,"Etoposide; oral, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7699,"Noc drugs, inhalation solution administered through dme",Included rule,,,,,,,Yes
,,,HCPCS,J7659,"Isoproterenol hcl, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7638,"Dexamethasone, inhalation solution, compounded product, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7615,"Levalbuterol, inhalation solution, compounded product, administered through dme, unit dose, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7608,"Acetylcysteine, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per gram",Included rule,,,,,,,Yes
,,,HCPCS,J7611,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, concentrated form, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0735,"Injection, clonidine hydrochloride, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0752,"Oral, lenacapavir, 300 mg, fda approved prescription, only for use as hiv pre-exposure prophylaxis (not for use as treatment for hiv)",Included rule,,,,,,,Yes
,,,HCPCS,J0870,"Injection, imetelstat, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0834,"Injection, cosyntropin, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0799,"Fda approved prescription drug, only for use as hiv pre-exposure prophylaxis (not for use as treatment of hiv), not otherwise classified",Included rule,,,,,,,Yes
,,,HCPCS,J0884,"Injection, argatroban, 1 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0612,"Injection, calcium gluconate, not otherwise specified, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0606,"Injection, etelcalcetide, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0608,"Lanthanum carbonate, oral, powder, 5 mg, not therapeutically equivalent to j0607 (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,J0668,"Instillation, bupivacaine and meloxicam, 1 mg/0.03 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0675,"Injection, carboprost tromethamine, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5127,"Injection, pegfilgrastim-fpgk (stimufend), biosimilar, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5136,"Injection, denosumab-bbdz (jubbonti/wyost), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5129,"Injection, bevacizumab-adcd (vegzelma), biosimilar, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9999,"Injection, ustekinumab-aauz (otulfi), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9963,"High osmolar contrast material, 350-399 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9965,"Low osmolar contrast material, 100-199 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9951,"Low osmolar contrast material, 400 or greater mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,J0888,"Injection, epoetin beta, 1 microgram, (for non esrd use)",Included rule,,,,,,,Yes
,,,HCPCS,J9052,"Injection, carmustine (accord), not therapeutically equivalent to j9050, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9035,"Injection, bevacizumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9040,"Injection, bleomycin sulfate, 15 units",Included rule,,,,,,,Yes
,,,HCPCS,J9050,"Injection, carmustine, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9245,"Injection, melphalan hydrochloride, not otherwise specified, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9246,"Injection, melphalan (evomela), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9261,"Injection, nelarabine, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9264,"Injection, paclitaxel protein-bound particles, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9230,"Injection, mechlorethamine hydrochloride, (nitrogen mustard), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9225,"Histrelin implant (vantas), 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9161,"Injection, denileukin diftitox-cxdl, 1 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J9203,"Injection, gemtuzumab ozogamicin, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9174,"Injection, docetaxel (beizray), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9064,"Injection, cabazitaxel (sandoz), not therapeutically equivalent to j9043, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9072,"Injection, cyclophosphamide (frindovyx), 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9065,"Injection, cladribine, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1267,"Injection, doripenem, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0288,"Injection, amphotericin b cholesteryl sulfate complex, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0395,"Injection, arbutamine hcl, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0380,"Injection, metaraminol bitartrate, per 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0205,"Injection, alglucerase, per 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J0190,"Injection, biperiden lactate, per 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1930,"Injection, lanreotide, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2410,"Injection, oxymorphone hcl, up to 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2371,"Injection, phenylephrine hydrochloride, 20 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J2373,"Injection, phenylephrine hydrochloride (immphentiv), 20 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J2356,"Injection, tezepelumab-ekko, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7604,"Acetylcysteine, inhalation solution, compounded product, administered through dme, unit dose form, per gram",Included rule,,,,,,,Yes
,,,HCPCS,J7311,"Injection, fluocinolone acetonide, intravitreal implant (retisert), 0.01 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7325,"Hyaluronan or derivative, synvisc or synvisc-one, for intra-articular injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7295,"Ethinyl estradiol and etonogestrel 0.015mg, 0.12mg per 24 hours; monthly vaginal ring, each",Included rule,,,,,,,Yes
,,,HCPCS,J7355,"Injection, travoprost, intracameral implant, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J7353,"Anacaulase-bcdb, 8.8% gel, 1 gram",Included rule,,,,,,,Yes
,,,HCPCS,J7511,"Lymphocyte immune globulin, antithymocyte globulin, rabbit, parenteral, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7514,"Mycophenolate mofetil (myhibbin), oral suspension, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Included rule,,,,,,,Yes
,,,HCPCS,Q5119,"Injection, rituximab-pvvr, biosimilar, (ruxience), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5110,"Injection, filgrastim-aafi, biosimilar, (nivestym), 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,Q5104,"Injection, infliximab-abda, biosimilar, (renflexis), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5100,"Injection, ustekinumab-kfce (yesintek), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1437,"Injection, ferric derisomaltose, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1435,"Injection, estrone, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1120,"Injection, acetazolamide sodium, up to 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1130,"Injection, diclofenac sodium, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1163,"Injection, diltiazem hydrochloride, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0945,"Injection, brompheniramine maleate, per 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1071,"Injection, testosterone cypionate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1050,"Injection, medroxyprogesterone acetate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1265,"Injection, dopamine hcl, 40 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1190,"Injection, dexrazoxane hydrochloride, per 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1205,"Injection, chlorothiazide sodium, per 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1327,"Injection, eptifibatide, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1307,"Injection, crovalimab-akkz, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0131,"Injection, acetaminophen, not otherwise specified,10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0166,"Injection, epinephrine (bpi), not therapeutically equivalent to j0165, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0138,"Injection, acetaminophen 10 mg and ibuprofen 3 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1813,"Insulin (lyumjev) for administration through dme (i.e., insulin pump) per 50 units",Included rule,,,,,,,Yes
,,,HCPCS,J1805,"Injection, esmolol hydrochloride, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1800,"Injection, propranolol hcl, up to 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1823,"Injection, inebilizumab-cdon, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1920,"Injection, labetalol hydrochloride, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1630,"Injection, haloperidol, up to 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1670,"Injection, tetanus immune globulin, human, up to 250 units",Included rule,,,,,,,Yes
,,,HCPCS,J1642,"Injection, heparin sodium, (heparin lock flush), per 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J1808,"Injection, folic acid, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1570,"Injection, ganciclovir sodium, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1455,"Injection, foscarnet sodium, per 1000 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1575,"Injection, immune globulin/hyaluronidase, (hyqvia), 100 mg immuneglobulin",Included rule,,,,,,,Yes
,,,HCPCS,J3401,"Beremagene geperpavec-svdt for topical administration, containing nominal 5 x 10^9 pfu/ml vector genomes, per 0.1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J3410,"Injection, hydroxyzine hcl, up to 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3403,"Revakinagene taroretcel-lwey, per implant",Included rule,,,,,,,Yes
,,,HCPCS,J3396,"Injection, verteporfin, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3260,"Injection, tobramycin sulfate, up to 80 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7030,"Infusion, normal saline solution , 1000 cc",Included rule,,,,,,,Yes
,,,HCPCS,J3520,"Edetate disodium, per 150 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7110,"Infusion, dextran 75, 500 ml",Included rule,,,,,,,Yes
,,,HCPCS,J7042,5% dextrose/normal saline (500 ml = 1 unit),Included rule,,,,,,,Yes
,,,HCPCS,J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Included rule,,,,,,,Yes
,,,HCPCS,J3489,"Injection, zoledronic acid, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9323,"Injection, pemetrexed ditromethamine, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9298,"Injection, nivolumab and relatlimab-rmbw, 3 mg/1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9307,"Injection, pralatrexate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9268,"Injection, pentostatin, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9289,"Injection, nivolumab, 2 mg and hyaluronidase-nvhy",Included rule,,,,,,,Yes
,,,HCPCS,Q4114,"Integra flowable wound matrix, injectable, 1 cc",Included rule,,,,,,,Yes
,,,HCPCS,J0470,"Injection, dimercaprol, per 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0457,"Injection, aztreonam, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0281,"Injection, aminocaproic acid, 1 gram",Included rule,,,,,,,Yes
,,,HCPCS,J0349,"Injection, rezafungin, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0219,"Injection, avalglucosidase alfa-ngpt, 4 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0221,"Injection, alglucosidase alfa, (lumizyme), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0257,"Injection, alpha 1 proteinase inhibitor (human), (glassia), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0275,"Alprostadil urethral suppository (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Included rule,,,,,,,Yes
,,,HCPCS,J0224,"Injection, lumasiran, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0206,"Injection, allopurinol sodium, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9390,"Injection, vinorelbine tartrate, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9351,"Injection, topotecan, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8611,"Methotrexate (jylamvo), oral, 2.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9021,"Injection, asparaginase, recombinant, (rylaze), 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9024,"Injection, atezolizumab, 5 mg and hyaluronidase-tqjs",Included rule,,,,,,,Yes
,,,HCPCS,J8499,"Prescription drug, oral, non chemotherapeutic, nos",Included rule,,,,,,,Yes
,,,HCPCS,J7685,"Tobramycin, inhalation solution, compounded product, administered through dme, unit dose form, per 300 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J7799,"Noc drugs, other than inhalation drugs, administered through dme",Included rule,,,,,,,Yes
,,,HCPCS,J8999,"Prescription drug, oral, chemotherapeutic, nos",Included rule,,,,,,,Yes
,,,HCPCS,J8510,"Busulfan; oral, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7614,"Levalbuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7670,"Metaproterenol sulfate, inhalation solution, compounded product, administered through dme, unit dose form, per 10 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J0697,"Injection, sterile cefuroxime sodium, per 750 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0689,"Injection, cefazolin sodium (baxter), not therapeutically equivalent to j0690, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5140,"Injection, adalimumab-fkjp, biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5125,"Injection, filgrastim-ayow, biosimilar, (releuko), 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,Q9996,"Injection, ustekinumab-ttwe (pyzchiva), subcutaneous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9962,"High osmolar contrast material, 300-349 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9958,"High osmolar contrast material, up to 149 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9956,"Injection, octafluoropropane microspheres, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q5150,"Injection, aflibercept-mrbb (ahzantive), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1945,"Injection, lepirudin, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2777,"Injection, faricimab-svoa, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2790,"Injection, rho d immune globulin, human, full dose, 300 micrograms (1500 i.u.)",Included rule,,,,,,,Yes
,,,HCPCS,J2725,"Injection, protirelin, per 250 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J2471,"Injection, pantoprazole (hikma), not therapeutically equivalent to j2470, 40 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0128,"Injection, follitropin beta, 75 iu",Included rule,,,,,,,Yes
,,,HCPCS,S0139,"Minoxidil, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0108,"Mercaptopurine, oral, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0174,"Dolasetron mesylate, oral 50 mg (for circumstances falling under the medicare statute, use q0180)",Included rule,,,,,,,Yes
,,,HCPCS,S0178,"Lomustine, oral, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q2049,"Injection, doxorubicin hydrochloride, liposomal, imported lipodox, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9341,"Injection, thiotepa (tepylute), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0013,"Esketamine, nasal spray, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0350,"Injection, anistreplase, per 30 units",Included rule,,,,,,,Yes
,,,HCPCS,J0365,"Injection, aprotonin, 10,000 kiu",Included rule,,,,,,,Yes
,,,HCPCS,J0215,"Injection, alefacept, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0200,"Injection, alatrofloxacin mesylate, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9089,"Bupivacaine, collagen-matrix implant, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,A9603,"Injection, pafolacianine, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,A9573,"Injection, gadopiclenol, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J3241,"Injection, teprotumumab-trbw, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1427,"Injection, viltolarsen, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0121,"Injection, omadacycline, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7402,"Mometasone furoate sinus implant, (sinuva), 10 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J7202,"Injection, factor ix, albumin fusion protein, (recombinant), idelvion, 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7207,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated, 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7181,"Injection, factor xiii a-subunit, (recombinant), per iu",Included rule,,,,,,,Yes
,,,HCPCS,J9276,"Injection, zanidatamab-hrii, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,A9589,"Instillation, hexaminolevulinate hydrochloride, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1096,"Dexamethasone, lacrimal ophthalmic insert, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7169,"Injection, coagulation factor xa (recombinant), inactivated-zhzo (andexxa), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1322,"Injection, elosulfase alfa, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9308,"Injection, ramucirumab, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1095,"Injection, dexamethasone 9 percent, intraocular, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J7322,"Hyaluronan or derivative, hymovis or hymovis one, for intra-articular injection, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9352,"Injection, trabectedin, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9145,"Injection, daratumumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9023,"Injection, avelumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1627,"Injection, granisetron, extended-release, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9285,"Injection, olaratumab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2403,"Chloroprocaine hcl ophthalmic, 3% gel, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2425,"Injection, palifermin, 50 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J2360,"Injection, orphenadrine citrate, up to 60 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2428,"Injection, paliperidone palmitate extended release (erzofri), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2313,"Injection, naloxone hydrochloride (zimhi), 0.01 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2320,"Injection, nandrolone decanoate, up to 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2010,"Injection, lincomycin hcl, up to 300 mg",Included rule,,,,,,,Yes
